gender,age,pop,opera,horror,romantic,sci-fi,documentary,history,politics,cars,artexhibitions,gardening,celebrities,theatre,darkness,spiders,ageing,smoking,alcohol,healthyeating,thinkingahead,criminaldamage,elections,giving,lifestruggles,internetusage,finances,spendingonlooks
1.0,0.19999999999999996,0.5,0.75,0.0,0.25,1.0,0.75,0.5,0.75,1.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.25,0.75,0.75,0.0,0.5,0.25,0.0,0.75,0.25
0.0,0.3999999999999999,1.0,0.0,1.0,0.25,0.25,0.75,1.0,1.0,0.0,0.5,0.25,1.0,0.5,0.25,1.0,0.0,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.25
0.0,0.1333333333333333,0.75,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.25,1.0,0.5,0.0,0.75,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.75,0.0,0.5,0.5
0.0,0.2666666666666666,1.0,0.75,0.0,1.0,0.5,0.75,0.5,0.0,0.0,1.0,0.25,0.25,1.0,0.25,0.75,0.25,1.0,0.0,0.5,0.25,1.0,0.5,0.5,1.0,0.0,0.0,1.0
0.0,0.46666666666666656,0.75,0.25,1.0,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.5,1.0,0.5,0.75,1.0,0.25,1.0,1.0,0.75,0.25,0.0,0.25,0.75,0.75,0.0,0.25,0.75
1.0,0.2666666666666666,0.75,0.75,0.5,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.75,0.25,1.0,1.0,0.5,0.25,0.6666666666666666,0.5,0.5
0.0,0.06666666666666665,1.0,0.25,0.25,1.0,0.5,0.5,1.0,0.5,0.25,0.5,0.5,0.25,0.5,0.0,0.5,0.0,0.6666666666666666,0.5,0.5,0.75,0.25,0.5,0.75,0.75,0.0,0.5,0.75
0.0,0.2666666666666666,1.0,0.25,0.25,0.25,0.5,0.25,0.75,0.25,0.0,0.25,0.25,0.75,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.5
0.0,0.06666666666666665,0.75,0.0,1.0,1.0,0.25,0.5,0.5,0.25,0.0,0.0,0.25,0.5,0.75,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,0.5,0.5,0.0,0.25,0.75,0.0,0.0,1.0
0.0,0.33333333333333326,1.0,0.25,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.5,0.0,1.0,0.5088357588357588,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.25,0.75,0.75,0.5,0.6666666666666666,0.0,0.0
0.0,0.6000000000000001,0.75,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,0.25,0.0,0.75,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.0,0.5,0.0
1.0,0.46666666666666656,0.75,0.5,0.75,0.25,1.0,0.25,0.75,0.5,0.5,0.0,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2666666666666666,0.25,0.75,0.25,0.5,0.75,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.25,0.0,0.75,0.25,0.75,0.0,0.0,0.25
1.0,0.19999999999999996,0.75,0.25,0.5,1.0,0.5,1.0,1.0,0.75,0.75,0.5,0.0,0.5,0.25,0.25,0.0,0.25,1.0,1.0,0.75,1.0,0.0,0.75,0.5,0.0,0.0,0.5,0.5
1.0,0.2666666666666666,0.75,0.0,0.25,0.75,1.0,0.75,0.25,0.75,1.0,0.5,0.0,0.5,0.25,0.0,0.25,0.0,0.3333333333333333,1.0,0.75,1.0,0.0,1.0,0.75,0.25,0.0,1.0,0.75
0.0,0.19999999999999996,0.75,0.75,0.0,1.0,0.75,1.0,0.75,0.75,0.25,0.75,0.25,0.25,1.0,0.75,0.25,0.0,0.3333333333333333,1.0,0.75,0.25,0.25,0.5,0.0,0.75,0.0,0.75,0.25
1.0,0.6666666666666667,0.75,0.25,1.0,0.5,1.0,0.75,1.0,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.0,0.5,0.3333333333333333,0.0,0.5,0.5,0.5,0.75,0.5,0.75,0.0,0.75,0.75
0.0,0.33333333333333326,0.75,0.25,0.25,0.5,0.25,1.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.0,1.0,0.75,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.5,0.5105997931747673,0.0,0.75,1.0
1.0,0.3999999999999999,0.6202171664943124,0.25,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2666666666666666,0.5,0.0,0.25,0.75,0.25,0.5,0.5,0.5,1.0,0.75,0.0,0.25,0.75,0.25,1.0,0.5,0.0,1.0,0.75,0.5,0.75,0.75,1.0,0.25,0.0,0.5,0.5
0.0,0.33333333333333326,0.0,0.25,0.0,0.5,0.0,1.0,0.5,0.0,0.25,0.5,0.25,0.75,1.0,0.25,0.5,0.5,0.0,0.0,0.75,0.25,1.0,0.0,0.25,0.5,0.0,0.5,0.75
1.0,0.46666666666666656,0.25,0.25,0.75,0.25,0.25,1.0,0.25,0.5,1.0,0.25,0.0,0.0,0.5,0.0,0.0,1.0,0.6666666666666666,0.5,0.0,0.5,0.0,0.75,0.25,0.0,0.0,0.75,0.5
1.0,0.6666666666666667,0.5,0.25,0.75,0.75,0.5,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.75
1.0,0.7333333333333334,0.75,0.25,1.0,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.3333333333333333,1.0,0.25,0.75,0.25,1.0,0.0,0.25,0.6666666666666666,0.75,0.25
0.0,0.19999999999999996,0.25,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.75,1.0,1.0,0.75,1.0,0.75,0.5,0.25,0.0,0.0,0.25,0.25
0.0,0.33333333333333326,0.75,0.0,0.0,0.75,0.0,0.5,1.0,0.25,0.5,0.25,0.25,0.5,0.25,1.0,0.0,0.75,1.0,1.0,0.5,0.75,0.0,1.0,1.0,0.75,0.0,0.75,0.0
1.0,0.33333333333333326,0.5,0.0,1.0,0.5,1.0,0.75,0.25,0.0,1.0,0.0,0.5,0.0,0.25,0.25,0.25,0.0,0.6666666666666666,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5
0.0,0.06666666666666665,1.0,0.5,0.75,1.0,0.25,0.75,0.5,0.25,0.25,0.25,0.75,0.75,0.5,0.75,1.0,0.25,1.0,1.0,0.5,0.5,0.4005711318795431,0.0,0.75,0.75,0.0,0.75,0.75
0.0,0.2666666666666666,0.75,0.25,1.0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.3333333333333333,0.25,0.75
1.0,0.33333333333333326,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.5,0.25,1.0,0.75,0.5,0.25,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.25,0.75,0.6666666666666666,0.25,1.0
0.0,0.19999999999999996,0.5,0.0,0.75,0.5,0.25,0.25,0.75,0.25,0.5,0.75,0.0,0.25,0.5,0.75,1.0,0.5,0.3333333333333333,0.0,0.75,0.5,0.75,0.5,0.25,0.25,0.6666666666666666,0.25,0.75
0.0,0.19999999999999996,1.0,0.75,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.25,0.0,0.5,0.25,1.0,0.25,0.5,0.3333333333333333,1.0,0.5,0.75,0.0,0.0,0.5,0.5,0.3333333333333333,0.75,0.75
0.0,0.6000000000000001,1.0,0.0,0.5,1.0,0.0,0.25,0.25,0.5,0.0,0.25,0.75,0.5,0.5,0.25,0.0,0.25,0.6666666666666666,0.5,0.75,0.75,0.0,1.0,0.5,0.5,0.0,0.5,0.25
1.0,0.8,0.5,0.0,0.25,0.5,0.0,0.5,0.0,0.25,0.75,0.25,0.0,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,1.0,0.25,0.5,0.25,1.0,0.75,0.75,0.0,0.5,0.75
0.0,0.5333333333333332,0.75,0.0,1.0,0.25,0.75,0.75,0.25,0.5,0.25,0.75,0.25,0.25,0.75,0.0,0.5,0.25,0.0,1.0,0.5,0.75,1.0,0.75,0.5,0.25,0.0,0.75,1.0
1.0,0.19999999999999996,0.25,0.25,0.0,0.0,0.75,0.25,0.0,0.5,0.75,0.5,0.0,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.25,0.75
1.0,0.2666666666666666,0.75,0.25,0.75,0.25,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0.75,0.0,1.0,0.5,0.25,0.0,0.5,0.75
0.0,0.2666666666666666,0.75,1.0,0.0,0.75,0.5,1.0,1.0,0.0,0.0,0.75,0.75,0.0,1.0,0.75,0.0,0.0,0.6666666666666666,1.0,0.75,0.75,0.0,0.75,0.0,0.75,0.0,1.0,0.0
1.0,0.2666666666666666,0.5,0.25,0.25,0.5,0.25,0.75,0.5,0.5,1.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.75,0.75,1.0,0.25,0.0,0.0,0.5,0.25
0.0,0.19999999999999996,0.5,0.0,0.5,0.75,0.25,0.5,0.0,0.39783281733746134,0.42425025853154086,0.0,0.0,0.25,0.25,0.75,1.0,0.5,0.3333333333333333,1.0,0.5,0.25,0.0,0.5,0.5,1.0,0.0,0.5,1.0
0.0,0.33333333333333326,0.5,0.5,0.5,0.5,1.0,0.25,0.5,1.0,0.0,0.75,0.0,0.25,1.0,0.25,0.75,0.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.5,0.0,0.5,0.25
1.0,0.5333333333333332,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.75,1.0,0.25,0.0,0.0,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,0.5,0.0,0.0,0.5,0.5
0.0,0.0,0.5,0.5,0.75,0.75,1.0,1.0,0.5,0.25,0.25,0.75,1.0,0.25,0.5,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,0.5,0.25,0.0,0.5,0.5,0.3333333333333333,0.5,0.5
0.0,0.6000000000000001,0.5,0.25,0.0,0.5,0.0,0.5,0.75,0.75,0.5,0.0,0.75,0.5,0.25,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,0.25,1.0,0.0,0.75,0.5
1.0,0.6000000000000001,0.75,0.75,0.75,0.0,0.75,0.5,0.25,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.75,0.25
0.0,0.5333333333333332,1.0,1.0,0.5,0.75,0.5,1.0,1.0,0.5,0.0,0.3976683937823834,0.25,0.0,0.75,0.0,1.0,0.75,0.0,0.0,0.75,0.25,0.25,1.0,0.75,0.5,0.6666666666666666,0.5,0.5
1.0,0.5333333333333332,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.0,0.25,0.75
0.0,0.2666666666666666,1.0,0.0,0.25,1.0,0.75,0.5,0.0,0.0,1.0,0.5,0.25,0.5,0.75,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.75,0.75
1.0,0.8,0.5,1.0,0.25,0.25,0.25,1.0,0.5,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0,1.0,0.0,0.75,0.5,0.0,0.5,0.0,0.0,0.25,0.25
1.0,0.46666666666666656,0.25,0.5,0.75,0.75,0.0,1.0,0.5,0.0,0.75,0.5,0.25,0.0,0.75,0.25,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.75,0.3333333333333333,0.25,0.25
0.0,0.0,1.0,0.25,0.0,1.0,1.0,0.25,0.75,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5,1.0,0.25,0.0,0.0,0.5,1.0,0.0,1.0,0.5
0.0,0.2666666666666666,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.25,1.0,0.0,0.5,1.0,0.0,0.75,0.5,0.0,0.0,0.5,0.75,0.75,1.0,1.0,0.75,0.3333333333333333,0.5,0.75
0.0,0.6000000000000001,1.0,0.0,0.0,1.0,0.25,0.75,0.0,0.0,0.0,0.5,0.25,0.0,0.75,1.0,0.75,0.75,0.6666666666666666,0.5,0.5,0.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.5,0.75
1.0,0.19999999999999996,0.0,0.25,1.0,0.0,0.5,0.5,0.75,0.75,0.25,0.75,0.0,0.0,0.5,0.25,0.75,1.0,0.0,0.0,0.25,0.75,1.0,0.0,0.0,0.5,0.6666666666666666,0.25,0.25
1.0,0.33333333333333326,0.0,0.25,0.25,0.25,0.0,0.75,1.0,0.75,1.0,1.0,0.0,0.5,0.75,0.25,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.25,0.0,0.0,0.5,0.75
1.0,0.2666666666666666,0.75,0.25,0.25,0.75,1.0,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.6666666666666666,0.5,0.5,1.0,0.75,0.0,0.5,0.0,0.0,1.0,0.0
1.0,0.6000000000000001,0.0,0.5,0.75,0.5,0.25,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.25,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.25,0.0,0.0,0.25,0.0,0.75,0.5
1.0,0.33333333333333326,1.0,0.0,1.0,0.25,0.5,0.75,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,1.0,0.0,0.5,0.25,0.75,0.25,0.0,0.25,0.0,0.25,0.75
1.0,0.33333333333333326,0.75,0.25,0.75,0.5,0.75,0.5,0.25,0.0,0.25,0.0,0.0,0.75,0.5,0.25,0.25,1.0,0.0,1.0,0.5,0.75,1.0,1.0,0.25,0.25,0.6666666666666666,0.75,0.5
1.0,0.2666666666666666,0.25,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0
0.0,0.5333333333333332,0.75,0.0,0.25,0.5,0.0,0.5,0.5,0.25,0.75,0.25,1.0,0.75,0.75,0.25,0.0,0.75,0.0,1.0,0.25,0.5,0.0,0.75,0.5,0.25,0.0,0.25,0.75
0.0,0.19999999999999996,0.75,0.25,0.75,0.5,0.0,0.75,0.75,0.5,0.25,0.25,0.0,0.75,0.5,0.0,0.0,0.25,1.0,1.0,0.25,0.75,0.25,0.5,0.25,0.0,0.0,0.75,0.75
1.0,0.46666666666666656,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.5,1.0,0.5,0.25,0.3333333333333333,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.0,0.5,0.5
1.0,0.19999999999999996,0.25,0.0,0.5,1.0,0.5,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.75,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.25,1.0
0.0,0.2666666666666666,0.25,0.75,0.5,1.0,1.0,0.75,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,1.0,1.0,0.75,0.25,0.5,0.75,0.5,1.0,0.0,0.5,0.5
0.0,0.2666666666666666,0.5,0.0,0.25,1.0,0.75,0.75,0.25,0.0,0.0,0.75,0.25,0.5,0.5,0.25,0.5,1.0,1.0,1.0,0.75,0.5,0.0,0.5,1.0,0.75,0.0,0.75,0.75
0.0,0.06666666666666665,0.75,0.0,0.5,0.75,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.75
0.0,0.06666666666666665,0.5,0.25,0.0,0.5,0.0,0.5,1.0,0.75,0.25,0.0,0.5,0.0,0.75,0.25,0.25,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.25,0.0,0.5,0.75
1.0,0.33333333333333326,1.0,0.25,0.75,1.0,0.75,0.75,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.6666666666666666,1.0,0.5,0.75,0.75,1.0,0.5,0.25,0.0,0.75,0.5
0.0,0.2666666666666666,0.75,0.25,0.0,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.25,0.75,0.0,0.0,1.0,0.75,0.5,0.25,0.6041882109617374,0.75,0.5,0.0,0.5,0.75
0.0,0.19999999999999996,0.5,0.0,1.0,0.5,0.75,1.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,1.0,0.0,0.5,0.5,0.6666666666666666,0.5,0.25
0.0,0.33333333333333326,0.25,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.75,0.3333333333333333,0.5,0.75,0.5,1.0,0.0,0.25,0.25,0.0,0.75,0.0
0.0,0.06666666666666665,0.75,0.0,0.5,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.75,1.0,1.0,0.5,0.75,0.25,0.0,1.0,0.5,0.0,0.5,0.75
0.0,0.06666666666666665,0.75,0.25,0.0,0.75,0.5,0.75,0.75,0.0,0.0,0.25,0.5,0.75,0.0,1.0,1.0,0.25,1.0,0.5,0.5,0.5,0.25,0.0,1.0,0.75,0.3333333333333333,0.25,0.5
0.0,0.19999999999999996,0.75,0.0,0.25,0.75,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.25,1.0,0.25,0.5,0.25,1.0,0.0,0.5,0.25,0.0,1.0,0.75,1.0,0.0,1.0,1.0
0.0,0.6666666666666667,1.0,0.25,0.25,1.0,0.25,0.0,0.5,0.25,0.25,0.5,0.5,0.75,1.0,0.5,0.75,0.25,0.6666666666666666,1.0,0.5,0.25,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,0.5
0.0,0.6666666666666667,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.5
0.0,0.5333333333333332,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,1.0,0.0,0.5,0.5,0.75,1.0,1.0,0.5,0.5,0.0,0.25,0.25,0.5,0.6666666666666666,0.5,0.5
0.0,0.1333333333333333,0.25,0.5,0.5,0.75,0.5,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.25,1.0,1.0,0.6666666666666666,1.0,0.5,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.5
0.0,0.33333333333333326,0.75,0.5,0.75,1.0,0.75,0.25,0.0,0.0,0.0,0.75,0.25,0.5,0.75,0.5,1.0,0.0,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,0.25,0.25,0.0,0.5,0.75
1.0,0.33333333333333326,0.25,1.0,1.0,0.5,1.0,1.0,1.0,0.75,0.5,1.0,0.75,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.75
0.0,0.2666666666666666,0.25,1.0,0.5,0.25,0.25,1.0,0.5,0.25,0.0,1.0,0.25,0.0,1.0,0.5,0.25,1.0,0.3333333333333333,1.0,0.5,0.5,0.75,1.0,0.5,1.0,0.3333333333333333,0.75,0.0
1.0,0.2666666666666666,0.75,0.0,0.0,0.0,0.5,0.75,1.0,1.0,0.5,0.25,0.0,0.75,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.5
1.0,0.2666666666666666,1.0,0.25,0.5,0.5,0.75,1.0,0.75,0.5,1.0,0.5,0.5,0.0,0.75,0.0,0.75,0.25,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.75
